[2025-08-23 19:10:20.550] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 19:10:21.324] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 19:10:21.983] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"ct1wksqog4t3a6w7kt2fc4jys"}}
[2025-08-23 19:27:36.632] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":226,"TS":"2025-08-23T14:57:34.505","TID":1,"PID":1,"M":27,"S":18,"PLID":228564,"PLUUID":"b4q9q0qgmtz959rygieg9ln1l","PN":"R. Schmid","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":35.8,"Y":86.1,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["27.8"]},{"I":141,"V":["84.7"]},{"I":212,"V":["8.453774"]},{"I":213,"V":["3.254444"]}]}}}
[2025-08-23 19:27:37.098] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":264,"TS":"2025-08-23T14:57:36.872","TID":45,"PID":1,"M":27,"S":20,"PLID":224209,"PLUUID":"dn3llv8xjdbbndltfym5ar561","PN":"R. Kristensen","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":68,"Y":19.5,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 19:27:38.492] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":227,"TS":"2025-08-23T14:57:37.834","TID":3,"PID":1,"M":27,"S":21,"PLID":449695,"PLUUID":"f14n6d52p37nkvoo5n3i52x2h","PN":"F. Agu","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":30.2,"Y":78.2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:27:40.148] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":228,"TS":"2025-08-23T14:57:38.154","TID":1,"PID":1,"M":27,"S":21,"PLID":449695,"PLUUID":"f14n6d52p37nkvoo5n3i52x2h","PN":"F. Agu","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":30.7,"Y":77.1,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["31.5"]},{"I":141,"V":["61.8"]},{"I":212,"V":["10.43785"]},{"I":213,"V":["4.792953"]},{"I":318,"V":["0.00000866"]}]}}}
[2025-08-23 19:27:47.966] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":229,"TS":"2025-08-23T14:57:39.978","TID":1,"PID":1,"M":27,"S":23,"PLID":96601,"PLUUID":"26nfmfc8p2doisd9p8vtd33dh","PN":"L. Bittencourt","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":31.6,"Y":58.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["74.1"]},{"I":141,"V":["97"]},{"I":212,"V":["51.70326"]},{"I":213,"V":["0.5294235"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00050574"]}]}}}
[2025-08-23 19:27:51.574] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":230,"TS":"2025-08-23T14:57:47.674","TID":1,"PID":1,"M":27,"S":31,"PLID":228564,"PLUUID":"b4q9q0qgmtz959rygieg9ln1l","PN":"R. Schmid","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":98.2,"Y":82.4,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["89.7"]},{"I":141,"V":["34.2"]},{"I":212,"V":["33.96943"]},{"I":213,"V":["4.446532"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.02308368"]}]}}}
[2025-08-23 19:27:51.964] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":231,"TS":"2025-08-23T14:57:49.914","TID":39,"PID":1,"M":27,"S":33,"PLID":513536,"PLUUID":"58d87tochcm6hk4n6l7ua7jvu","PN":"S. Mbangula","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":89.5,"Y":34.2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":63,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":252,"V":["NULL"]}]}}}
[2025-08-23 19:27:59.124] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":232,"TS":"2025-08-23T14:57:52.298","TID":5,"PID":1,"M":27,"S":35,"PLID":513536,"PLUUID":"58d87tochcm6hk4n6l7ua7jvu","PN":"S. Mbangula","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":100.5,"Y":36.1,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 19:27:59.524] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":231,"TS":"2025-08-23T14:57:48.914","TID":13,"PID":1,"M":27,"S":32,"PLID":513536,"PLUUID":"58d87tochcm6hk4n6l7ua7jvu","PN":"S. Mbangula","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":89.5,"Y":34.2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":63,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0564"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]}]}}}
[2025-08-23 19:28:03.572] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":265,"TS":"2025-08-23T14:57:49.624","TID":5,"PID":1,"M":27,"S":33,"PLID":224209,"PLUUID":"dn3llv8xjdbbndltfym5ar561","PN":"R. Kristensen","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":-1.6,"Y":63.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 19:28:03.786] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":266,"TS":"2025-08-23T14:58:03.230","TID":61,"PID":1,"M":27,"S":46,"PLID":573379,"PLUUID":"684cguhktvth28ql6qgvvmcyc","PN":"F. Cha\u00efbi","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":71,"Y":82.3,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]}]}}}
[2025-08-23 19:28:03.987] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":231,"TS":"2025-08-23T14:57:48.914","TID":13,"PID":1,"M":27,"S":32,"PLID":513536,"PLUUID":"58d87tochcm6hk4n6l7ua7jvu","PN":"S. Mbangula","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":89.5,"Y":34.2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":63,"V":["NULL"]},{"I":81,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["230"]},{"I":368,"V":["bk5qe74wiueu4tquww1n4ebpf"]},{"I":102,"V":["39.327731092437"]},{"I":103,"V":["45.8333333333333"]},{"I":321,"V":["0.0477"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":230,"V":["99.0144230769231"]},{"I":231,"V":["48.1944444444444"]}]}}}
[2025-08-23 19:28:20.562] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":267,"TS":"2025-08-23T14:58:19.511","TID":1,"PID":1,"M":28,"S":3,"PLID":155465,"PLUUID":"7llxni56g8q0yt33vhp1pt3o5","PN":"M. Zetterer","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":3.8,"Y":53.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":124,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["27.7"]},{"I":141,"V":["66.1"]},{"I":212,"V":["26.49545"]},{"I":213,"V":["0.3265843"]},{"I":318,"V":["0.00000454"]},{"I":237,"V":["NULL"]}]}}}
[2025-08-23 19:28:21.099] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":268,"TS":"2025-08-23T14:58:20.311","TID":1,"PID":1,"M":28,"S":3,"PLID":551050,"PLUUID":"elwm97xvha0y0t8yqx5sur9ck","PN":"H. Larsson","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":27.7,"Y":66.1,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["68.1"]},{"I":141,"V":["100.7"]},{"I":212,"V":["48.50797"]},{"I":213,"V":["0.5064017"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 19:28:21.292] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":269,"TS":"2025-08-23T14:58:20.836","TID":5,"PID":1,"M":28,"S":4,"PLID":551050,"PLUUID":"elwm97xvha0y0t8yqx5sur9ck","PN":"H. Larsson","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":68.1,"Y":100.7,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:28:32.686] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":233,"TS":"2025-08-23T14:58:25.498","TID":5,"PID":1,"M":28,"S":9,"PLID":518758,"PLUUID":"3tpfqju821lze7myekb40kefo","PN":"J. Malatini","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":29,"Y":-0.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:28:33.898] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":234,"TS":"2025-08-23T14:58:32.505","TID":1,"PID":1,"M":28,"S":16,"PLID":518758,"PLUUID":"3tpfqju821lze7myekb40kefo","PN":"J. Malatini","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":30.8,"Y":-0.9,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["31.7"]},{"I":141,"V":["20.9"]},{"I":212,"V":["14.85409"]},{"I":213,"V":["1.507134"]},{"I":318,"V":["0.00000183"]}]}}}
[2025-08-23 19:28:37.027] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":235,"TS":"2025-08-23T14:58:35.897","TID":1,"PID":1,"M":28,"S":19,"PLID":513536,"PLUUID":"58d87tochcm6hk4n6l7ua7jvu","PN":"S. Mbangula","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":66.1,"Y":64.9,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["59.4"]},{"I":141,"V":["55.8"]},{"I":212,"V":["9.369235"]},{"I":213,"V":["3.863023"]},{"I":318,"V":["0.00067249"]}]}}}
[2025-08-23 19:28:38.530] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":236,"TS":"2025-08-23T14:58:36.858","TID":1,"PID":1,"M":28,"S":20,"PLID":228564,"PLUUID":"b4q9q0qgmtz959rygieg9ln1l","PN":"R. Schmid","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":60.7,"Y":55,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["51.4"]},{"I":141,"V":["54.7"]},{"I":212,"V":["9.767131"]},{"I":213,"V":["3.162481"]},{"I":318,"V":["0.0002186"]}]}}}
[2025-08-23 19:28:41.375] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":237,"TS":"2025-08-23T14:58:38.202","TID":1,"PID":1,"M":28,"S":21,"PLID":444687,"PLUUID":"39tod1iad3ztq17qveh8pwp9l","PN":"S. Lynen","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":50.6,"Y":56.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["42.9"]},{"I":141,"V":["32.9"]},{"I":212,"V":["18.15199"]},{"I":213,"V":["4.250762"]},{"I":318,"V":["0.00005989"]}]}}}
[2025-08-23 19:28:45.539] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":238,"TS":"2025-08-23T14:58:44.810","TID":1,"PID":1,"M":28,"S":28,"PLID":160541,"PLUUID":"2p48525x4ap9m81g6ode51cyd","PN":"N. Stark","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":61.4,"Y":19.7,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["69.8"]},{"I":141,"V":["22.6"]},{"I":212,"V":["9.037765"]},{"I":213,"V":["0.2199651"]}]}}}
[2025-08-23 19:28:46.979] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":239,"TS":"2025-08-23T14:58:46.756","TID":61,"PID":1,"M":28,"S":30,"PLID":565380,"PLUUID":"68rs7juin2mmdok00hw6uvre2","PN":"J. Njinmah","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":67.7,"Y":19.2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]}]}}}
[2025-08-23 19:28:49.136] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":240,"TS":"2025-08-23T14:58:48.329","TID":1,"PID":1,"M":28,"S":31,"PLID":565380,"PLUUID":"68rs7juin2mmdok00hw6uvre2","PN":"J. Njinmah","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":65.7,"Y":26,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["67.3"]},{"I":141,"V":["22.9"]},{"I":212,"V":["2.695564"]},{"I":213,"V":["5.385276"]}]}}}
[2025-08-23 19:28:50.691] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":241,"TS":"2025-08-23T14:58:50.235","TID":44,"PID":1,"M":28,"S":33,"PLID":96601,"PLUUID":"26nfmfc8p2doisd9p8vtd33dh","PN":"L. Bittencourt","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":62.5,"Y":20.9,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 19:28:50.725] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":270,"TS":"2025-08-23T14:58:50.489","TID":74,"PID":1,"M":28,"S":34,"PLID":224209,"PLUUID":"dn3llv8xjdbbndltfym5ar561","PN":"R. Kristensen","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":30.6,"Y":70.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:28:52.329] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":271,"TS":"2025-08-23T14:58:51.735","TID":44,"PID":1,"M":28,"S":35,"PLID":573379,"PLUUID":"684cguhktvth28ql6qgvvmcyc","PN":"F. Cha\u00efbi","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":30.3,"Y":72.4,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:28:53.307] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":272,"TS":"2025-08-23T14:58:52.23","TID":1,"PID":1,"M":28,"S":35,"PLID":573379,"PLUUID":"684cguhktvth28ql6qgvvmcyc","PN":"F. Cha\u00efbi","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":30.3,"Y":72.4,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["37.7"]},{"I":141,"V":["71.7"]},{"I":212,"V":["7.784566"]},{"I":213,"V":["6.222001"]}]}}}
[2025-08-23 19:28:54.729] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":273,"TS":"2025-08-23T14:58:54.471","TID":62,"PID":1,"M":28,"S":37,"PLID":0,"PLUUID":"58dovnbievvo4691l1effom3t","PN":"N\u00e9lson Morgado","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":50,"Y":50,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[]}}}
[2025-08-23 19:28:57.383] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":242,"TS":"2025-08-23T14:58:52.729","TID":1,"PID":1,"M":28,"S":36,"PLID":444687,"PLUUID":"39tod1iad3ztq17qveh8pwp9l","PN":"S. Lynen","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":54.1,"Y":30.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["55.6"]},{"I":141,"V":["25.3"]},{"I":212,"V":["3.933121"]},{"I":213,"V":["5.124392"]},{"I":318,"V":["0.00018327"]}]}}}
[2025-08-23 19:29:03.084] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":243,"TS":"2025-08-23T14:58:57.81","TID":1,"PID":1,"M":28,"S":40,"PLID":160541,"PLUUID":"2p48525x4ap9m81g6ode51cyd","PN":"N. Stark","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":57.1,"Y":25,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["57"]},{"I":141,"V":["84.3"]},{"I":212,"V":["40.32413"]},{"I":213,"V":["1.5734"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.0003001"]}]}}}
[2025-08-23 19:29:04.267] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":244,"TS":"2025-08-23T14:59:02.858","TID":1,"PID":1,"M":28,"S":46,"PLID":449695,"PLUUID":"f14n6d52p37nkvoo5n3i52x2h","PN":"F. Agu","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":68.9,"Y":81.4,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["65.4"]},{"I":141,"V":["76.1"]},{"I":212,"V":["5.147275"]},{"I":213,"V":["3.917237"]},{"I":318,"V":["0.00070555"]}]}}}
[2025-08-23 19:29:07.150] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":245,"TS":"2025-08-23T14:59:04.9","TID":1,"PID":1,"M":28,"S":47,"PLID":228564,"PLUUID":"b4q9q0qgmtz959rygieg9ln1l","PN":"R. Schmid","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":65.9,"Y":78,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["70.8"]},{"I":141,"V":["96.4"]},{"I":212,"V":["13.52853"]},{"I":213,"V":["1.180668"]},{"I":318,"V":["0.00042057"]}]}}}
[2025-08-23 19:29:07.985] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":246,"TS":"2025-08-23T14:59:06.985","TID":1,"PID":1,"M":28,"S":50,"PLID":449695,"PLUUID":"f14n6d52p37nkvoo5n3i52x2h","PN":"F. Agu","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":69.4,"Y":94.3,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["71.5"]},{"I":141,"V":["90.3"]},{"I":212,"V":["3.501489"]},{"I":213,"V":["5.393597"]}]}}}
[2025-08-23 19:29:10.924] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":274,"TS":"2025-08-23T14:59:09.911","TID":1,"PID":1,"M":28,"S":53,"PLID":551050,"PLUUID":"elwm97xvha0y0t8yqx5sur9ck","PN":"H. Larsson","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":26.3,"Y":24.3,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["38.2"]},{"I":141,"V":["22.2"]},{"I":212,"V":["12.57633"]},{"I":213,"V":["6.169393"]}]}}}
[2025-08-23 19:29:18.770] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":247,"TS":"2025-08-23T14:59:14.202","TID":1,"PID":1,"M":28,"S":57,"PLID":444687,"PLUUID":"39tod1iad3ztq17qveh8pwp9l","PN":"S. Lynen","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":54.2,"Y":75.5,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["54.3"]},{"I":141,"V":["66.2"]},{"I":212,"V":["6.324872"]},{"I":213,"V":["4.728991"]},{"I":318,"V":["0.00019827"]}]}}}
[2025-08-23 19:29:22.613] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":248,"TS":"2025-08-23T14:59:18.601","TID":1,"PID":1,"M":29,"S":2,"PLID":96601,"PLUUID":"26nfmfc8p2doisd9p8vtd33dh","PN":"L. Bittencourt","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":52.6,"Y":53.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["53.3"]},{"I":141,"V":["31.8"]},{"I":212,"V":["14.97804"]},{"I":213,"V":["4.76148"]},{"I":318,"V":["0.0002043"]}]}}}
[2025-08-23 19:29:25.177] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":249,"TS":"2025-08-23T14:59:22.266","TID":1,"PID":1,"M":29,"S":5,"PLID":160541,"PLUUID":"2p48525x4ap9m81g6ode51cyd","PN":"N. Stark","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":62.9,"Y":31.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["78.9"]},{"I":141,"V":["78.7"]},{"I":212,"V":["36.04636"]},{"I":213,"V":["1.085957"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 19:29:26.179] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":275,"TS":"2025-08-23T14:59:25.463","TID":12,"PID":1,"M":29,"S":8,"PLID":224209,"PLUUID":"dn3llv8xjdbbndltfym5ar561","PN":"R. Kristensen","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":20.5,"Y":23.4,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["20.5"]},{"I":141,"V":["23.4"]},{"I":212,"V":["0"]},{"I":213,"V":["3.141593"]}]}}}
[2025-08-23 19:29:29.457] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":250,"TS":"2025-08-23T14:59:27.338","TID":1,"PID":1,"M":29,"S":10,"PLID":444687,"PLUUID":"39tod1iad3ztq17qveh8pwp9l","PN":"S. Lynen","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":71.3,"Y":80.2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["66.5"]},{"I":141,"V":["92.1"]},{"I":212,"V":["9.533209"]},{"I":213,"V":["2.127839"]},{"I":318,"V":["0.00039166"]}]}}}
[2025-08-23 19:29:30.669] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":251,"TS":"2025-08-23T14:59:29.289","TID":1,"PID":1,"M":29,"S":12,"PLID":449695,"PLUUID":"f14n6d52p37nkvoo5n3i52x2h","PN":"F. Agu","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":65.2,"Y":87.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["68.9"]},{"I":141,"V":["73.3"]},{"I":212,"V":["10.47136"]},{"I":213,"V":["5.092487"]},{"I":318,"V":["0.00115596"]}]}}}
