[2025-08-23 19:12:49.289] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 19:12:49.948] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 19:12:50.600] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"cvxiwe1m7tpfeel02s60xym8k"}}
[2025-08-23 19:31:17.916] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":230,"TS":"2025-08-23T15:01:11.746","TID":1,"PID":1,"M":30,"S":41,"PLID":505201,"PLUUID":"5bnq6c53ofgo9msqn3vlobpm2","PN":"A. Ibrahimovi\u0107","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":67.4,"Y":68.3,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["69.6"]},{"I":141,"V":["34.4"]},{"I":212,"V":["23.16745"]},{"I":213,"V":["4.812264"]},{"I":318,"V":["0.00277264"]}]}}}
[2025-08-23 19:31:18.578] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":231,"TS":"2025-08-23T15:01:17.603","TID":1,"PID":1,"M":30,"S":46,"PLID":584651,"PLUUID":"f46s4bfeipn0k33s0brsu4yl0","PN":"L\u00e9o Scienza","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":0,"X":83.1,"Y":27.7,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["92.1"]},{"I":141,"V":["56.1"]},{"I":212,"V":["21.50014"]},{"I":213,"V":["1.115719"]}]}}}
[2025-08-23 19:31:20.348] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":237,"TS":"2025-08-23T15:01:18.404","TID":12,"PID":1,"M":30,"S":47,"PLID":214641,"PLUUID":"bm5w5xsbbflm26pdhmejwgvs9","PN":"M. Jenz","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":8.7,"Y":45.9,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["18.9"]},{"I":141,"V":["25.3"]},{"I":212,"V":["17.63316"]},{"I":213,"V":["5.365146"]}]}}}
[2025-08-23 19:31:22.587] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":232,"TS":"2025-08-23T15:01:21.715","TID":39,"PID":1,"M":30,"S":50,"PLID":241234,"PLUUID":"2o570lgb5c364c395zp1ccqqy","PN":"T. Siersleben","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":79,"Y":72,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":253,"V":["NULL"]}]}}}
[2025-08-23 19:31:23.738] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":238,"TS":"2025-08-23T15:01:22.420","TID":12,"PID":1,"M":30,"S":51,"PLID":514716,"PLUUID":"2mwe6l0eu1tisri3eu26fx8x6","PN":"K. Fischer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":10.8,"Y":43.5,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["20.4"]},{"I":141,"V":["28.3"]},{"I":212,"V":["14.43743"]},{"I":213,"V":["5.485249"]}]}}}
[2025-08-23 19:31:24.367] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":233,"TS":"2025-08-23T15:01:24.83","TID":45,"PID":1,"M":30,"S":53,"PLID":241234,"PLUUID":"2o570lgb5c364c395zp1ccqqy","PN":"T. Siersleben","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":0,"X":77.8,"Y":70.3,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 19:31:25.939] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":239,"TS":"2025-08-23T15:01:24.612","TID":3,"PID":1,"M":30,"S":53,"PLID":430368,"PLUUID":"5asv6uc3a4xxsr9u30kdfc0ve","PN":"A. Skov Olsen","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":20.4,"Y":28.3,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:31:26.571] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":234,"TS":"2025-08-23T15:01:26.339","TID":74,"PID":1,"M":30,"S":55,"PLID":204587,"PLUUID":"5q3ft0wiy6lsy937j7nw6msq1","PN":"N. Dorsch","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":74.6,"Y":75.3,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:31:26.943] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":240,"TS":"2025-08-23T15:01:25.573","TID":1,"PID":1,"M":30,"S":54,"PLID":430368,"PLUUID":"5asv6uc3a4xxsr9u30kdfc0ve","PN":"A. Skov Olsen","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":0,"X":26.9,"Y":22,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["27.2"]},{"I":141,"V":["22.2"]},{"I":212,"V":["0.3431049"]},{"I":213,"V":["0.4075707"]}]}}}
[2025-08-23 19:31:27.525] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":235,"TS":"2025-08-23T15:01:27.107","TID":5,"PID":1,"M":30,"S":56,"PLID":204587,"PLUUID":"5q3ft0wiy6lsy937j7nw6msq1","PN":"N. Dorsch","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":0,"X":76.2,"Y":100.8,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:31:28.927] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":241,"TS":"2025-08-23T15:01:26.885","TID":5,"PID":1,"M":30,"S":56,"PLID":430368,"PLUUID":"5asv6uc3a4xxsr9u30kdfc0ve","PN":"A. Skov Olsen","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":28.9,"Y":-0.8,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:31:29.152] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":232,"TS":"2025-08-23T15:01:21.715","TID":13,"PID":1,"M":30,"S":50,"PLID":241234,"PLUUID":"2o570lgb5c364c395zp1ccqqy","PN":"T. Siersleben","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":79,"Y":72,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0283"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":153,"V":["NULL"]}]}}}
[2025-08-23 19:31:33.572] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":242,"TS":"2025-08-23T15:01:33.348","TID":88,"PID":1,"M":31,"S":2,"PLID":214641,"PLUUID":"bm5w5xsbbflm26pdhmejwgvs9","PN":"M. Jenz","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":38.3,"Y":28.8,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[]}}}
[2025-08-23 19:31:33.998] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":232,"TS":"2025-08-23T15:01:21.715","TID":13,"PID":1,"M":30,"S":50,"PLID":241234,"PLUUID":"2o570lgb5c364c395zp1ccqqy","PN":"T. Siersleben","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":79,"Y":72,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":75,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["34.5"]},{"I":103,"V":["12.5"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0283"]},{"I":327,"V":["2"]},{"I":326,"V":["1"]},{"I":458,"V":["NULL"]},{"I":153,"V":["NULL"]},{"I":146,"V":["92.7"]},{"I":147,"V":["49.1"]},{"I":230,"V":["0.855769230769231"]},{"I":231,"V":["48.0138888888889"]}]}}}
[2025-08-23 19:31:54.018] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":243,"TS":"2025-08-23T15:01:51.524","TID":1,"PID":1,"M":31,"S":20,"PLID":514716,"PLUUID":"2mwe6l0eu1tisri3eu26fx8x6","PN":"K. Fischer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":15.3,"Y":-0.9,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["39.2"]},{"I":141,"V":["3.6"]},{"I":212,"V":["25.28087"]},{"I":213,"V":["0.1213376"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00000139"]}]}}}
[2025-08-23 19:31:54.206] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":244,"TS":"2025-08-23T15:01:53.669","TID":3,"PID":1,"M":31,"S":22,"PLID":522019,"PLUUID":"8ri0md3tr27a1bn10xmfkgsus","PN":"D. Pej\u010dinovi\u0107","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":0,"X":37.4,"Y":3.9,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 19:31:54.379] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":236,"TS":"2025-08-23T15:01:54.35","TID":45,"PID":1,"M":31,"S":23,"PLID":180161,"PLUUID":"2hrvu72syd3vyic6ylygxbyl1","PN":"B. Gimber","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":0,"X":59.6,"Y":96.4,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:31:56.379] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":237,"TS":"2025-08-23T15:01:55.219","TID":7,"PID":1,"M":31,"S":24,"PLID":183300,"PLUUID":"5dcemmjwbguvnz7sz0m8uomad","PN":"J. F\u00f6hrenbach","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":60.2,"Y":96.7,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":167,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:31:58.227] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":245,"TS":"2025-08-23T15:01:54.485","TID":5,"PID":1,"M":31,"S":23,"PLID":522019,"PLUUID":"8ri0md3tr27a1bn10xmfkgsus","PN":"D. Pej\u010dinovi\u0107","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":34.9,"Y":-1.8,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:31:58.626] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":238,"TS":"2025-08-23T15:01:56.34","TID":5,"PID":1,"M":31,"S":25,"PLID":183300,"PLUUID":"5dcemmjwbguvnz7sz0m8uomad","PN":"J. F\u00f6hrenbach","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":0,"X":59.3,"Y":101.4,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:32:10.870] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":232,"TS":"2025-08-23T15:01:21.715","TID":13,"PID":1,"M":30,"S":50,"PLID":241234,"PLUUID":"2o570lgb5c364c395zp1ccqqy","PN":"T. Siersleben","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":81.2,"Y":71.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":75,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["34.5"]},{"I":103,"V":["12.5"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0315"]},{"I":327,"V":["2"]},{"I":326,"V":["1"]},{"I":458,"V":["NULL"]},{"I":153,"V":["NULL"]},{"I":146,"V":["92.7"]},{"I":147,"V":["49.1"]},{"I":230,"V":["0.855769230769231"]},{"I":231,"V":["48.0138888888889"]}]}}}
[2025-08-23 19:32:15.806] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":246,"TS":"2025-08-23T15:02:13.844","TID":1,"PID":1,"M":31,"S":43,"PLID":514716,"PLUUID":"2mwe6l0eu1tisri3eu26fx8x6","PN":"K. Fischer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":40.9,"Y":-0.9,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["41.4"]},{"I":141,"V":["31.8"]},{"I":212,"V":["22.2422"]},{"I":213,"V":["1.54719"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00000844"]}]}}}
[2025-08-23 19:32:17.237] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":247,"TS":"2025-08-23T15:02:15.476","TID":1,"PID":1,"M":31,"S":44,"PLID":229046,"PLUUID":"3hd9nxdb54zn4fhbf7qa7x0q1","PN":"L. Majer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":41.4,"Y":31.8,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["36.1"]},{"I":141,"V":["54.9"]},{"I":212,"V":["16.66465"]},{"I":213,"V":["1.911277"]},{"I":318,"V":["0.00002289"]}]}}}
[2025-08-23 19:32:20.023] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":248,"TS":"2025-08-23T15:02:16.916","TID":1,"PID":1,"M":31,"S":46,"PLID":570164,"PLUUID":"5d3stmq3pgka4qhdfoff35t9m","PN":"K. Koulierakis","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":36.8,"Y":57.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["63"]},{"I":141,"V":["91.8"]},{"I":212,"V":["36.02279"]},{"I":213,"V":["0.7017972"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00023821"]}]}}}
[2025-08-23 19:32:23.634] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":249,"TS":"2025-08-23T15:02:19.780","TID":1,"PID":1,"M":31,"S":49,"PLID":522015,"PLUUID":"diyzb2gwf1zkvqyjc63085eui","PN":"A. Zehnter","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":67,"Y":90,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["69.4"]},{"I":141,"V":["68.8"]},{"I":212,"V":["14.6346"]},{"I":213,"V":["4.885446"]},{"I":318,"V":["0.00162901"]}]}}}
[2025-08-23 19:32:23.854] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":250,"TS":"2025-08-23T15:02:23.157","TID":39,"PID":1,"M":31,"S":52,"PLID":229046,"PLUUID":"3hd9nxdb54zn4fhbf7qa7x0q1","PN":"L. Majer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":78.3,"Y":72.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":250,"V":["NULL"]}]}}}
[2025-08-23 19:32:24.237] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":239,"TS":"2025-08-23T15:02:23.858","TID":10,"PID":1,"M":31,"S":53,"PLID":204587,"PLUUID":"5q3ft0wiy6lsy937j7nw6msq1","PN":"N. Dorsch","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":22.1,"Y":31,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":94,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:32:24.818] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":239,"TS":"2025-08-23T15:02:23.858","TID":10,"PID":1,"M":31,"S":53,"PLID":204587,"PLUUID":"5q3ft0wiy6lsy937j7nw6msq1","PN":"N. Dorsch","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":22.1,"Y":31,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":142,"V":["NULL"]},{"I":94,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:32:27.704] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":251,"TS":"2025-08-23T15:02:24.965","TID":1,"PID":1,"M":31,"S":54,"PLID":424001,"PLUUID":"adi6l78sdvet408eho4fi4xk9","PN":"Vinicius Souza","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":71.4,"Y":81.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["76.9"]},{"I":141,"V":["96.3"]},{"I":212,"V":["11.54429"]},{"I":213,"V":["1.046912"]},{"I":318,"V":["0.00066838"]}]}}}
[2025-08-23 19:32:30.857] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":252,"TS":"2025-08-23T15:02:27.461","TID":1,"PID":1,"M":31,"S":56,"PLID":522015,"PLUUID":"diyzb2gwf1zkvqyjc63085eui","PN":"A. Zehnter","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":0,"X":78.6,"Y":95.7,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["90.9"]},{"I":141,"V":["47.4"]},{"I":212,"V":["35.292"]},{"I":213,"V":["5.087039"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 19:32:32.891] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":240,"TS":"2025-08-23T15:02:31.26","TID":12,"PID":1,"M":32,"S":0,"PLID":180161,"PLUUID":"2hrvu72syd3vyic6ylygxbyl1","PN":"B. Gimber","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":8.1,"Y":52,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["8.1"]},{"I":141,"V":["52.0"]},{"I":212,"V":["0"]},{"I":213,"V":["3.141593"]}]}}}
[2025-08-23 19:32:33.237] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":241,"TS":"2025-08-23T15:02:32.658","TID":5,"PID":1,"M":32,"S":1,"PLID":180161,"PLUUID":"2hrvu72syd3vyic6ylygxbyl1","PN":"B. Gimber","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":0,"X":5.9,"Y":100.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:32:36.059] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":253,"TS":"2025-08-23T15:02:33.893","TID":5,"PID":1,"M":32,"S":3,"PLID":522015,"PLUUID":"diyzb2gwf1zkvqyjc63085eui","PN":"A. Zehnter","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":92.2,"Y":-0.3,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:32:36.342] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":250,"TS":"2025-08-23T15:02:23.157","TID":15,"PID":1,"M":31,"S":52,"PLID":229046,"PLUUID":"3hd9nxdb54zn4fhbf7qa7x0q1","PN":"L. Majer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":78.3,"Y":72.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0272"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]}]}}}
[2025-08-23 19:32:40.659] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":250,"TS":"2025-08-23T15:02:23.157","TID":15,"PID":1,"M":31,"S":52,"PLID":229046,"PLUUID":"3hd9nxdb54zn4fhbf7qa7x0q1","PN":"L. Majer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":78.3,"Y":72.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["249"]},{"I":368,"V":["9wi5tnclhi23opy2dskmdxo3p"]},{"I":102,"V":["48.2694198623403"]},{"I":103,"V":["19"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0272"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":82,"V":["NULL"]},{"I":146,"V":["80.5817307692308"]},{"I":147,"V":["70.0416666666667"]},{"I":230,"V":["98.625"]},{"I":231,"V":["52.1666666666667"]}]}}}
[2025-08-23 19:32:40.880] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":250,"TS":"2025-08-23T15:02:23.157","TID":15,"PID":1,"M":31,"S":52,"PLID":229046,"PLUUID":"3hd9nxdb54zn4fhbf7qa7x0q1","PN":"L. Majer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":78.3,"Y":72.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":233,"V":["239"]},{"I":372,"V":["6g0aby0wn2wqbcfoj89rjql3t"]},{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["249"]},{"I":368,"V":["9wi5tnclhi23opy2dskmdxo3p"]},{"I":102,"V":["48.2694198623403"]},{"I":103,"V":["19"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0272"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":82,"V":["NULL"]},{"I":146,"V":["80.5817307692308"]},{"I":147,"V":["70.0416666666667"]},{"I":230,"V":["98.625"]},{"I":231,"V":["52.1666666666667"]}]}}}
[2025-08-23 19:32:41.056] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":239,"TS":"2025-08-23T15:02:23.257","TID":10,"PID":1,"M":31,"S":52,"PLID":204587,"PLUUID":"5q3ft0wiy6lsy937j7nw6msq1","PN":"N. Dorsch","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":19.4,"Y":30,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":142,"V":["NULL"]},{"I":94,"V":["NULL"]},{"I":233,"V":["250"]},{"I":372,"V":["3zlpv3srlmnc2sc6g7x7ajghd"]},{"I":56,"V":["Back"]}]}}}
