[2025-08-19 00:32:44.800] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-19 00:32:45.449] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-19 00:32:46.097] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"13ylro8dy443m52qxwrxm9zis"}}
[2025-08-19 01:15:14.263] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":477,"TS":"2025-08-18T20:45:02.687","TID":1,"PID":1,"M":42,"S":57,"PLID":248056,"PLUUID":"28ucbvor6b0yxreoieehudfc9","PN":"A. Tanaka","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":86.5,"Y":77.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["77"]},{"I":141,"V":["73.5"]},{"I":212,"V":["10.3573"]},{"I":213,"V":["3.414136"]},{"I":318,"V":["0.00327583"]}]}}}
[2025-08-19 01:15:14.474] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":478,"TS":"2025-08-18T20:45:05.982","TID":39,"PID":1,"M":43,"S":1,"PLID":492859,"PLUUID":"9z2j13bl5yh4i1vyofautc9yi","PN":"W. Gnonto","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":78.8,"Y":73.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":252,"V":["NULL"]}]}}}
[2025-08-19 01:15:15.438] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":432,"TS":"2025-08-18T20:39:25.121","TID":15,"PID":1,"M":37,"S":20,"PLID":243526,"PLUUID":"fij46jr9fq43444gr1y8tl9l","PN":"G. Gudmundsson","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":85.9,"Y":70.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":320,"V":["4"]},{"I":360,"V":["Not assisted, checked frame by frame"]},{"I":233,"V":["295"]},{"I":372,"V":["6qnjq6li7hqxm578o6haysost"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":64,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["51.197651978128"]},{"I":103,"V":["19"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0379"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":458,"V":["NULL"]},{"I":82,"V":["NULL"]},{"I":146,"V":["88.8894230769231"]},{"I":147,"V":["66.25"]},{"I":230,"V":["98.8846153846154"]},{"I":231,"V":["51.9861111111111"]}]}}}
[2025-08-19 01:15:18.622] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":479,"TS":"2025-08-18T20:45:14.439","TID":5,"PID":1,"M":43,"S":9,"PLID":492859,"PLUUID":"9z2j13bl5yh4i1vyofautc9yi","PN":"W. Gnonto","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":101,"Y":50.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-19 01:15:19.022] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":478,"TS":"2025-08-18T20:45:05.982","TID":13,"PID":1,"M":43,"S":1,"PLID":492859,"PLUUID":"9z2j13bl5yh4i1vyofautc9yi","PN":"W. Gnonto","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":78.8,"Y":73.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":160,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0259"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]}]}}}
[2025-08-19 01:15:30.839] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":478,"TS":"2025-08-18T20:45:05.982","TID":13,"PID":1,"M":43,"S":1,"PLID":492859,"PLUUID":"9z2j13bl5yh4i1vyofautc9yi","PN":"W. Gnonto","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":78.8,"Y":73.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":160,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":121,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":74,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["477"]},{"I":368,"V":["4kke41uwglf1gnm6roooyt25o"]},{"I":102,"V":["50.7563025210084"]},{"I":103,"V":["62.5"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0259"]},{"I":327,"V":["2"]},{"I":326,"V":["1"]},{"I":230,"V":["98.3653846153846"]},{"I":231,"V":["52.7083333333333"]}]}}}
[2025-08-19 01:15:34.264] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":352,"TS":"2025-08-18T20:45:09.731","TID":5,"PID":1,"M":43,"S":4,"PLID":502697,"PLUUID":"18qxb54ol1s4mtgl7n3224ciy","PN":"C. Alcaraz","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":-0.6,"Y":50.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-19 01:15:43.066] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":353,"TS":"2025-08-18T20:45:40.498","TID":1,"PID":1,"M":43,"S":35,"PLID":111234,"PLUUID":"e8dina16u5kt5ho4u5igtmimt","PN":"J. Pickford","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":3.5,"Y":50.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":124,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["64.6"]},{"I":141,"V":["47.2"]},{"I":212,"V":["64.19665"]},{"I":213,"V":["6.247163"]},{"I":1,"V":["NULL"]},{"I":74,"V":["NULL"]}]}}}
[2025-08-19 01:15:45.670] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":480,"TS":"2025-08-18T20:45:43.647","TID":1,"PID":1,"M":43,"S":38,"PLID":466525,"PLUUID":"az7owi5t4bclkamjsjuyxzv1l","PN":"A. Stach","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":38.3,"Y":55.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["48.5"]},{"I":141,"V":["70.9"]},{"I":212,"V":["14.88412"]},{"I":213,"V":["0.7676294"]},{"I":318,"V":["0.00005044"]}]}}}
[2025-08-19 01:15:45.875] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":481,"TS":"2025-08-18T20:45:45.359","TID":44,"PID":1,"M":43,"S":40,"PLID":492859,"PLUUID":"9z2j13bl5yh4i1vyofautc9yi","PN":"W. Gnonto","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":48.8,"Y":70.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-19 01:15:46.271] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":354,"TS":"2025-08-18T20:45:45.555","TID":44,"PID":1,"M":43,"S":40,"PLID":512462,"PLUUID":"8u5vfczmsnklqp9bpilrbvy8k","PN":"J. O'Brien","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":53.5,"Y":31.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-19 01:15:47.279] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":355,"TS":"2025-08-18T20:45:45.986","TID":1,"PID":1,"M":43,"S":41,"PLID":512462,"PLUUID":"8u5vfczmsnklqp9bpilrbvy8k","PN":"J. O'Brien","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":53.5,"Y":31.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["61.9"]},{"I":141,"V":["32.8"]},{"I":212,"V":["8.864189"]},{"I":213,"V":["0.09989316"]},{"I":318,"V":["0.00030895"]}]}}}
[2025-08-19 01:15:47.472] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":356,"TS":"2025-08-18T20:45:47.43","TID":44,"PID":1,"M":43,"S":42,"PLID":490094,"PLUUID":"axj86ms31y5wju5431l5j2lwq","PN":"T. Iroegbunam","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":61.9,"Y":32.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-19 01:15:48.473] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":482,"TS":"2025-08-18T20:45:48.14","TID":44,"PID":1,"M":43,"S":43,"PLID":466525,"PLUUID":"az7owi5t4bclkamjsjuyxzv1l","PN":"A. Stach","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":44.6,"Y":69.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-19 01:15:49.475] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":483,"TS":"2025-08-18T20:45:48.215","TID":1,"PID":1,"M":43,"S":43,"PLID":466525,"PLUUID":"az7owi5t4bclkamjsjuyxzv1l","PN":"A. Stach","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":44.6,"Y":69.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["58.6"]},{"I":141,"V":["74.4"]},{"I":212,"V":["15.04342"]},{"I":213,"V":["0.2140833"]}]}}}
[2025-08-19 01:15:50.476] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":357,"TS":"2025-08-18T20:45:50.259","TID":86,"PID":1,"M":43,"S":45,"PLID":490094,"PLUUID":"axj86ms31y5wju5431l5j2lwq","PN":"T. Iroegbunam","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":54.9,"Y":31,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-19 01:15:53.148] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":356,"TS":"2025-08-18T20:45:47.43","TID":43,"PID":1,"M":43,"S":42,"PLID":490094,"PLUUID":"axj86ms31y5wju5431l5j2lwq","PN":"T. Iroegbunam","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":58.6,"Y":31.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":[null]},{"I":144,"V":["44"]}]}}}
[2025-08-19 01:15:53.348] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":483,"TS":"2025-08-18T20:45:48.215","TID":43,"PID":1,"M":43,"S":43,"PLID":466525,"PLUUID":"az7owi5t4bclkamjsjuyxzv1l","PN":"A. Stach","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":44.5999984741211,"Y":69.6999969482422,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":3,"V":[null]},{"I":56,"V":["Center"]},{"I":140,"V":["58.6"]},{"I":141,"V":["74.4"]},{"I":212,"V":["15.04342"]},{"I":213,"V":["0.2140833"]},{"I":144,"V":["1"]}]}}}
[2025-08-19 01:16:02.964] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":484,"TS":"2025-08-18T20:46:00.198","TID":1,"PID":1,"M":43,"S":55,"PLID":199598,"PLUUID":"f1ma05bi3t1hfbflylx5d9tyh","PN":"E. Ampadu","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":45.8,"Y":67.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":5,"V":["NULL"]},{"I":152,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["37.6"]},{"I":141,"V":["70.9"]},{"I":212,"V":["8.897619"]},{"I":213,"V":["2.886637"]},{"I":318,"V":["0.00001885"]}]}}}
[2025-08-19 01:16:06.383] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":485,"TS":"2025-08-18T20:46:02.646","TID":1,"PID":1,"M":43,"S":57,"PLID":222694,"PLUUID":"b275i2lg3anqae5lv9gmrzmqx","PN":"P. Struijk","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":37.8,"Y":71.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["21.7"]},{"I":141,"V":["49.3"]},{"I":212,"V":["22.48399"]},{"I":213,"V":["3.861498"]},{"I":318,"V":["0.00000294"]}]}}}
[2025-08-19 01:16:08.366] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":486,"TS":"2025-08-18T20:46:06.198","TID":1,"PID":1,"M":44,"S":1,"PLID":201595,"PLUUID":"dve7yj8usejn9x7pmdjvozje1","PN":"Lucas Perri","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":21.7,"Y":49.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["26.1"]},{"I":141,"V":["31"]},{"I":212,"V":["13.27394"]},{"I":213,"V":["5.06788"]},{"I":318,"V":["0.00000266"]}]}}}
[2025-08-19 01:16:14.038] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":487,"TS":"2025-08-18T20:46:08.78","TID":1,"PID":1,"M":44,"S":3,"PLID":214225,"PLUUID":"otan631zzfnq2sektkl3ywo9","PN":"J. Rodon","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":26.7,"Y":30.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["17.6"]},{"I":141,"V":["51.2"]},{"I":212,"V":["16.78834"]},{"I":213,"V":["2.176262"]},{"I":318,"V":["0.0000013"]}]}}}
[2025-08-19 01:16:15.692] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":488,"TS":"2025-08-18T20:46:13.766","TID":1,"PID":1,"M":44,"S":8,"PLID":201595,"PLUUID":"dve7yj8usejn9x7pmdjvozje1","PN":"Lucas Perri","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":18.3,"Y":50.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["62.9"]},{"I":141,"V":["101.3"]},{"I":212,"V":["58.27308"]},{"I":213,"V":["0.6374262"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-19 01:16:15.891] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":489,"TS":"2025-08-18T20:46:15.453","TID":5,"PID":1,"M":44,"S":10,"PLID":201595,"PLUUID":"dve7yj8usejn9x7pmdjvozje1","PN":"Lucas Perri","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":62.9,"Y":101.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-19 01:16:17.846] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":358,"TS":"2025-08-18T20:46:15.443","TID":5,"PID":1,"M":44,"S":10,"PLID":490094,"PLUUID":"axj86ms31y5wju5431l5j2lwq","PN":"T. Iroegbunam","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":37.1,"Y":-2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-19 01:16:29.163] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":359,"TS":"2025-08-18T20:46:26.66","TID":1,"PID":1,"M":44,"S":21,"PLID":512462,"PLUUID":"8u5vfczmsnklqp9bpilrbvy8k","PN":"J. O'Brien","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":36.8,"Y":-2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["25.1"]},{"I":141,"V":["13.9"]},{"I":212,"V":["16.36522"]},{"I":213,"V":["2.419883"]},{"I":318,"V":["0.00000091"]}]}}}
[2025-08-19 01:16:33.168] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":360,"TS":"2025-08-18T20:46:28.946","TID":1,"PID":1,"M":44,"S":24,"PLID":17761,"PLUUID":"35jaxclh329duzefna708jk5x","PN":"J. Tarkowski","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":25.8,"Y":20.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["22.3"]},{"I":141,"V":["65.7"]},{"I":212,"V":["30.88741"]},{"I":213,"V":["1.690059"]},{"I":318,"V":["0.00000252"]}]}}}
[2025-08-19 01:16:36.992] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":361,"TS":"2025-08-18T20:46:32.914","TID":1,"PID":1,"M":44,"S":28,"PLID":106611,"PLUUID":"6og6s61vrg51rfqxk9cipylzp","PN":"M. Keane","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":25.1,"Y":66.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["31.1"]},{"I":141,"V":["96.0"]},{"I":212,"V":["21.09091"]},{"I":213,"V":["1.267459"]},{"I":318,"V":["0.00000306"]}]}}}
[2025-08-19 01:16:45.311] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":362,"TS":"2025-08-18T20:46:36.802","TID":1,"PID":1,"M":44,"S":32,"PLID":232928,"PLUUID":"15948izygnu32cu1pw6h5wp9l","PN":"J. Garner","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":31,"Y":94.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["25.8"]},{"I":141,"V":["71.2"]},{"I":212,"V":["16.69412"]},{"I":213,"V":["4.379197"]},{"I":318,"V":["0.00000283"]}]}}}
[2025-08-19 01:16:48.314] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":363,"TS":"2025-08-18T20:46:45.90","TID":1,"PID":1,"M":44,"S":40,"PLID":106611,"PLUUID":"6og6s61vrg51rfqxk9cipylzp","PN":"M. Keane","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":32.6,"Y":60.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["34.4"]},{"I":141,"V":["31.5"]},{"I":212,"V":["19.81036"]},{"I":213,"V":["4.807939"]},{"I":318,"V":["0.00000998"]}]}}}
[2025-08-19 01:16:49.739] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":364,"TS":"2025-08-18T20:46:48.34","TID":1,"PID":1,"M":44,"S":43,"PLID":17761,"PLUUID":"35jaxclh329duzefna708jk5x","PN":"J. Tarkowski","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":33.2,"Y":30.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["43.5"]},{"I":141,"V":["32.0"]},{"I":212,"V":["10.86959"]},{"I":213,"V":["0.1002637"]},{"I":318,"V":["0.00002486"]}]}}}
[2025-08-19 01:16:52.262] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":365,"TS":"2025-08-18T20:46:49.554","TID":1,"PID":1,"M":44,"S":44,"PLID":215413,"PLUUID":"2bkp1lcaxmvwoanxwo0775cdl","PN":"K. Dewsbury-Hall","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":43.5,"Y":32,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["32.7"]},{"I":141,"V":["28.9"]},{"I":212,"V":["11.53426"]},{"I":213,"V":["3.325386"]},{"I":318,"V":["0.00000851"]}]}}}
[2025-08-19 01:16:55.645] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":366,"TS":"2025-08-18T20:46:52.993","TID":1,"PID":1,"M":44,"S":48,"PLID":17761,"PLUUID":"35jaxclh329duzefna708jk5x","PN":"J. Tarkowski","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":37.8,"Y":28.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["75.9"]},{"I":141,"V":["48.1"]},{"I":212,"V":["42.1883"]},{"I":213,"V":["0.3231223"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-19 01:16:57.229] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":490,"TS":"2025-08-18T20:46:56.14","TID":12,"PID":1,"M":44,"S":51,"PLID":214225,"PLUUID":"otan631zzfnq2sektkl3ywo9","PN":"J. Rodon","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":24.3,"Y":41.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["32.3"]},{"I":141,"V":["29.4"]},{"I":212,"V":["11.95031"]},{"I":213,"V":["5.49187"]}]}}}
[2025-08-19 01:16:58.250] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":367,"TS":"2025-08-18T20:46:57.951","TID":61,"PID":1,"M":44,"S":53,"PLID":232928,"PLUUID":"15948izygnu32cu1pw6h5wp9l","PN":"J. Garner","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":69.4,"Y":58.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-19 01:17:07.985] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":368,"TS":"2025-08-18T20:47:03.857","TID":1,"PID":1,"M":44,"S":59,"PLID":80801,"PLUUID":"ceerfv28fygp7m2euv5n5uu39","PN":"I. Gueye","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":85,"Y":76.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["81.8"]},{"I":141,"V":["92.6"]},{"I":212,"V":["11.38701"]},{"I":213,"V":["1.870328"]},{"I":318,"V":["0.00108372"]}]}}}
[2025-08-19 01:17:10.270] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":369,"TS":"2025-08-18T20:47:07.666","TID":1,"PID":1,"M":45,"S":2,"PLID":232928,"PLUUID":"15948izygnu32cu1pw6h5wp9l","PN":"J. Garner","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":77.4,"Y":85.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["69.5"]},{"I":141,"V":["84.9"]},{"I":212,"V":["8.312819"]},{"I":213,"V":["3.207081"]},{"I":318,"V":["0.00054928"]}]}}}
[2025-08-19 01:17:15.430] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":370,"TS":"2025-08-18T20:47:10.1","TID":1,"PID":1,"M":45,"S":5,"PLID":215413,"PLUUID":"2bkp1lcaxmvwoanxwo0775cdl","PN":"K. Dewsbury-Hall","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":69.5,"Y":84.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["55.5"]},{"I":141,"V":["69.9"]},{"I":212,"V":["17.89218"]},{"I":213,"V":["3.748198"]},{"I":318,"V":["0.00022611"]}]}}}
[2025-08-19 01:17:15.625] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":371,"TS":"2025-08-18T20:47:15.171","TID":30,"PID":1,"M":45,"S":10,"PLID":0,"TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":100,"Y":100,"STAT":{"CPID":1,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"PEND":1,"Q":[{"I":57,"V":["0"]}]}}}
