[2025-08-16 18:03:14.487] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-16 18:03:15.262] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-16 18:03:16.030] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"102dto55773ex3p58gp94ql90"}}
[2025-08-16 18:37:20.091] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":673,"TS":"2025-08-16T14:07:17.88","TID":5,"PID":2,"M":80,"S":0,"PLID":441191,"PLUUID":"bdmomasg7lrn5pwihecvgpuga","PN":"T. Livramento","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":101.5,"Y":36,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-16 18:37:23.489] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":572,"TS":"2025-08-16T14:07:16.632","TID":5,"PID":2,"M":80,"S":0,"PLID":166989,"PLUUID":"eo4uva2gnx08xdazfaqzyz2dx","PN":"Y. Tielemans","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":-0.6,"Y":64.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-16 18:37:40.193] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":573,"TS":"2025-08-16T14:07:38.887","TID":1,"PID":2,"M":80,"S":22,"PLID":149484,"PLUUID":"2smmv9hdoiet7necaf00ol51x","PN":"T. Mings","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":4.6,"Y":62.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":124,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["4.1"]},{"I":141,"V":["51.3"]},{"I":212,"V":["7.362741"]},{"I":213,"V":["4.641024"]},{"I":318,"V":["0.00000038"]},{"I":237,"V":["NULL"]}]}}}
[2025-08-16 18:37:41.589] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":574,"TS":"2025-08-16T14:07:40.431","TID":1,"PID":2,"M":80,"S":24,"PLID":72147,"PLUUID":"7h2icfuwy00ilm14dw5xyl5g5","PN":"M. Bizot","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":4.1,"Y":51.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["15.5"]},{"I":141,"V":["95.7"]},{"I":212,"V":["32.47827"]},{"I":213,"V":["1.193343"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00000046"]}]}}}
[2025-08-16 18:37:43.783] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":575,"TS":"2025-08-16T14:07:41.819","TID":1,"PID":2,"M":80,"S":25,"PLID":101188,"PLUUID":"e8gz0tmmdh1ql8qrn1ncrvnpx","PN":"L. Digne","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":15.5,"Y":95.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["75.0"]},{"I":141,"V":["88.1"]},{"I":212,"V":["62.68839"]},{"I":213,"V":["6.200652"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-16 18:37:45.795] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":674,"TS":"2025-08-16T14:07:44.433","TID":1,"PID":2,"M":80,"S":28,"PLID":78916,"PLUUID":"6f1ljb0an6d0g4nbap6xgxsyd","PN":"D. Burn","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":22.2,"Y":6.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["9"]},{"I":141,"V":["42.9"]},{"I":212,"V":["28.1313"]},{"I":213,"V":["2.085974"]},{"I":318,"V":["0.00000048"]}]}}}
[2025-08-16 18:37:46.187] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":675,"TS":"2025-08-16T14:07:46.50","TID":49,"PID":2,"M":80,"S":29,"PLID":98747,"PLUUID":"9s9i1a7hdq5bud8ma2dqi295h","PN":"N. Pope","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":9.2,"Y":42.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-16 18:37:57.120] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":676,"TS":"2025-08-16T14:07:46.961","TID":1,"PID":2,"M":80,"S":30,"PLID":98747,"PLUUID":"9s9i1a7hdq5bud8ma2dqi295h","PN":"N. Pope","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":9.9,"Y":44.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["23.4"]},{"I":141,"V":["49.3"]},{"I":212,"V":["14.54594"]},{"I":213,"V":["0.2263196"]},{"I":318,"V":["0.00000173"]}]}}}
[2025-08-16 18:37:58.934] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":677,"TS":"2025-08-16T14:07:57.249","TID":1,"PID":2,"M":80,"S":40,"PLID":432422,"PLUUID":"9sxg58hszjq17avxgumftdu22","PN":"S. Tonali","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":53.3,"Y":48,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["56.7"]},{"I":141,"V":["34.2"]},{"I":212,"V":["10.04014"]},{"I":213,"V":["5.075916"]},{"I":318,"V":["0.00021048"]}]}}}
[2025-08-16 18:38:07.444] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":678,"TS":"2025-08-16T14:07:59.89","TID":1,"PID":2,"M":80,"S":42,"PLID":208706,"PLUUID":"72m84nwa6dshu3ibmy13dz5rd","PN":"Bruno Guimar\u00e3es","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":58.4,"Y":33.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["77.1"]},{"I":141,"V":["6.7"]},{"I":212,"V":["26.60465"]},{"I":213,"V":["5.542533"]},{"I":318,"V":["0.00064539"]}]}}}
[2025-08-16 18:38:08.878] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":679,"TS":"2025-08-16T14:08:07.537","TID":1,"PID":2,"M":80,"S":51,"PLID":114243,"PLUUID":"37d7oej48pb143o5eilue1hhx","PN":"J. Murphy","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":87.7,"Y":9.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["75.1"]},{"I":141,"V":["14.7"]},{"I":212,"V":["13.67698"]},{"I":213,"V":["2.885229"]},{"I":318,"V":["0.00098546"]}]}}}
[2025-08-16 18:38:10.440] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":680,"TS":"2025-08-16T14:08:09.137","TID":1,"PID":2,"M":80,"S":52,"PLID":208706,"PLUUID":"72m84nwa6dshu3ibmy13dz5rd","PN":"Bruno Guimar\u00e3es","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":75.1,"Y":14.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["73.6"]},{"I":141,"V":["31.5"]},{"I":212,"V":["11.53206"]},{"I":213,"V":["1.7078"]},{"I":318,"V":["0.0022476"]}]}}}
[2025-08-16 18:38:14.445] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":681,"TS":"2025-08-16T14:08:10.576","TID":1,"PID":2,"M":80,"S":54,"PLID":77794,"PLUUID":"65z99j774kjnbf7vm0u2q0jit","PN":"K. Trippier","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":73.6,"Y":31.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["70.2"]},{"I":141,"V":["25.1"]},{"I":212,"V":["5.628926"]},{"I":213,"V":["4.025384"]},{"I":318,"V":["0.00116089"]}]}}}
[2025-08-16 18:38:17.027] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":682,"TS":"2025-08-16T14:08:14.593","TID":1,"PID":2,"M":80,"S":58,"PLID":208706,"PLUUID":"72m84nwa6dshu3ibmy13dz5rd","PN":"Bruno Guimar\u00e3es","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":72.6,"Y":38.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["72.8"]},{"I":141,"V":["67.3"]},{"I":212,"V":["19.78911"]},{"I":213,"V":["1.560184"]},{"I":318,"V":["0.00310807"]}]}}}
[2025-08-16 18:38:22.871] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":683,"TS":"2025-08-16T14:08:17.185","TID":1,"PID":2,"M":81,"S":0,"PLID":441191,"PLUUID":"bdmomasg7lrn5pwihecvgpuga","PN":"T. Livramento","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":72.8,"Y":67.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["78.3"]},{"I":141,"V":["87.5"]},{"I":212,"V":["14.90061"]},{"I":213,"V":["1.172804"]},{"I":318,"V":["0.00126803"]}]}}}
[2025-08-16 18:38:24.060] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":684,"TS":"2025-08-16T14:08:23.89","TID":1,"PID":2,"M":81,"S":6,"PLID":201666,"PLUUID":"18paf5a7rfe4kutxjl4cwd695","PN":"H. Barnes","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":78.7,"Y":68,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["78.8"]},{"I":141,"V":["59.6"]},{"I":212,"V":["5.712965"]},{"I":213,"V":["4.730769"]}]}}}
[2025-08-16 18:38:24.265] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":576,"TS":"2025-08-16T14:08:24.464","TID":74,"PID":2,"M":81,"S":8,"PLID":178301,"PLUUID":"5m0j33eoa5c8pqlr0tdf7undh","PN":"O. Watkins","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":25.6,"Y":44.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 18:38:27.633] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":577,"TS":"2025-08-16T14:08:27.864","TID":49,"PID":2,"M":81,"S":11,"PLID":101188,"PLUUID":"e8gz0tmmdh1ql8qrn1ncrvnpx","PN":"L. Digne","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":21.7,"Y":66.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-16 18:38:29.611] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":578,"TS":"2025-08-16T14:08:29.160","TID":1,"PID":2,"M":81,"S":12,"PLID":101188,"PLUUID":"e8gz0tmmdh1ql8qrn1ncrvnpx","PN":"L. Digne","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":24.4,"Y":66,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["58.5"]},{"I":141,"V":["30.7"]},{"I":212,"V":["43.10673"]},{"I":213,"V":["5.692596"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-16 18:38:31.423] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":685,"TS":"2025-08-16T14:08:31.633","TID":49,"PID":2,"M":81,"S":15,"PLID":78916,"PLUUID":"6f1ljb0an6d0g4nbap6xgxsyd","PN":"D. Burn","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":40.2,"Y":72,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-16 18:38:35.649] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":686,"TS":"2025-08-16T14:08:32.113","TID":1,"PID":2,"M":81,"S":15,"PLID":78916,"PLUUID":"6f1ljb0an6d0g4nbap6xgxsyd","PN":"D. Burn","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":40.5,"Y":73.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["56.3"]},{"I":141,"V":["84.7"]},{"I":212,"V":["18.22637"]},{"I":213,"V":["0.4269817"]},{"I":318,"V":["0.00008812"]}]}}}
[2025-08-16 18:38:38.594] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":687,"TS":"2025-08-16T14:08:35.873","TID":1,"PID":2,"M":81,"S":19,"PLID":180974,"PLUUID":"c589fk8pfqvbukvtdqu1yhjv9","PN":"Joelinton","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":59.9,"Y":84,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["88.8"]},{"I":141,"V":["60.5"]},{"I":212,"V":["34.29547"]},{"I":213,"V":["5.798477"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-16 18:38:39.033] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":579,"TS":"2025-08-16T14:08:39.248","TID":52,"PID":2,"M":81,"S":22,"PLID":72147,"PLUUID":"7h2icfuwy00ilm14dw5xyl5g5","PN":"M. Bizot","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":9.9,"Y":40.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-16 18:38:58.258] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":580,"TS":"2025-08-16T14:08:54.263","TID":1,"PID":2,"M":81,"S":37,"PLID":72147,"PLUUID":"7h2icfuwy00ilm14dw5xyl5g5","PN":"M. Bizot","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":14.9,"Y":52.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":199,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["66.2"]},{"I":141,"V":["29.7"]},{"I":212,"V":["56.05187"]},{"I":213,"V":["6.00293"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00057168"]}]}}}
[2025-08-16 18:38:58.460] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":688,"TS":"2025-08-16T14:08:58.608","TID":44,"PID":2,"M":81,"S":42,"PLID":78916,"PLUUID":"6f1ljb0an6d0g4nbap6xgxsyd","PN":"D. Burn","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":31.1,"Y":72.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 18:38:58.655] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":581,"TS":"2025-08-16T14:08:58.455","TID":44,"PID":2,"M":81,"S":42,"PLID":122806,"PLUUID":"btvuam6p4391am219taqtcted","PN":"J. McGinn","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":67.1,"Y":30.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 18:39:00.097] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":689,"TS":"2025-08-16T14:08:58.705","TID":1,"PID":2,"M":81,"S":42,"PLID":78916,"PLUUID":"6f1ljb0an6d0g4nbap6xgxsyd","PN":"D. Burn","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":31.1,"Y":72.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["40.2"]},{"I":141,"V":["80.9"]},{"I":212,"V":["11.1672"]},{"I":213,"V":["0.5440285"]},{"I":318,"V":["0.00001037"]}]}}}
[2025-08-16 18:39:00.262] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":690,"TS":"2025-08-16T14:09:00.162","TID":49,"PID":2,"M":81,"S":43,"PLID":180974,"PLUUID":"c589fk8pfqvbukvtdqu1yhjv9","PN":"Joelinton","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":40,"Y":83.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-16 18:39:02.089] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":691,"TS":"2025-08-16T14:09:01.425","TID":1,"PID":2,"M":81,"S":45,"PLID":180974,"PLUUID":"c589fk8pfqvbukvtdqu1yhjv9","PN":"Joelinton","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":39.7,"Y":84,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["39"]},{"I":141,"V":["70.9"]},{"I":212,"V":["8.938271"]},{"I":213,"V":["4.630065"]},{"I":318,"V":["0.00001453"]}]}}}
[2025-08-16 18:39:03.461] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":692,"TS":"2025-08-16T14:09:02.320","TID":1,"PID":2,"M":81,"S":46,"PLID":432422,"PLUUID":"9sxg58hszjq17avxgumftdu22","PN":"S. Tonali","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":38.8,"Y":70.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["41.8"]},{"I":141,"V":["79.1"]},{"I":212,"V":["6.522994"]},{"I":213,"V":["1.066825"]},{"I":318,"V":["0.00001668"]}]}}}
[2025-08-16 18:39:06.472] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":582,"TS":"2025-08-16T14:09:06.16","TID":27,"PID":2,"M":81,"S":49,"PLID":0,"PLUUID":"dqwm2eo0myqvxb1nv6mhp66s5","PN":"Pako Ayestar\u00e1n","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":66.8,"Y":33.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-16 18:39:08.481] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":693,"TS":"2025-08-16T14:09:08.617","TID":27,"PID":2,"M":81,"S":52,"PLID":0,"TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":41.5,"Y":68.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-16 18:39:53.048] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":583,"TS":"2025-08-16T14:09:53.151","TID":28,"PID":2,"M":82,"S":36,"PLID":0,"PLUUID":"dqwm2eo0myqvxb1nv6mhp66s5","PN":"Pako Ayestar\u00e1n","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":66.8,"Y":33.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":55,"V":["582"]},{"I":368,"V":["ahfr4h9ep7af3cn3svvp931a4"]}]}}}
[2025-08-16 18:40:05.387] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":694,"TS":"2025-08-16T14:10:05.439","TID":18,"PID":2,"M":82,"S":49,"PLID":180974,"PLUUID":"c589fk8pfqvbukvtdqu1yhjv9","PN":"Joelinton","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":41.5,"Y":68.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":42,"V":["NULL"]},{"I":44,"V":["Midfielder"]},{"I":59,"V":["7"]}]}}}
[2025-08-16 18:40:05.767] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":695,"TS":"2025-08-16T14:10:05.440","TID":19,"PID":2,"M":82,"S":49,"PLID":547719,"PLUUID":"552xyc766gp97a5zu8tcx4xzo","PN":"L. Miley","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":41.5,"Y":68.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":42,"V":["NULL"]},{"I":368,"V":["1lyar1x1sgfkcsmqbqhs6en1g"]},{"I":145,"V":["8"]},{"I":59,"V":["67"]},{"I":292,"V":["7"]},{"I":293,"V":["4"]},{"I":44,"V":["Midfielder"]},{"I":55,"V":["694"]}]}}}
[2025-08-16 18:40:14.818] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":696,"TS":"2025-08-16T14:10:15.57","TID":28,"PID":2,"M":82,"S":58,"PLID":0,"TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":39.3,"Y":70.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":55,"V":["693"]},{"I":368,"V":["d25nf5e7v3e795cqrnseegku2"]}]}}}
[2025-08-16 18:40:53.371] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":584,"TS":"2025-08-16T14:10:53.543","TID":18,"PID":2,"M":83,"S":37,"PLID":122806,"PLUUID":"btvuam6p4391am219taqtcted","PN":"J. McGinn","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":66.8,"Y":33.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":42,"V":["NULL"]},{"I":44,"V":["Midfielder"]},{"I":59,"V":["7"]}]}}}
[2025-08-16 18:40:53.793] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":585,"TS":"2025-08-16T14:10:53.544","TID":19,"PID":2,"M":83,"S":37,"PLID":204646,"PLUUID":"7q96z3aaee5jyccb8pjthi8kp","PN":"D. Malen","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":66.8,"Y":33.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":42,"V":["NULL"]},{"I":368,"V":["3sfueb1bikdjib9jfy7863ppj"]},{"I":145,"V":["7"]},{"I":59,"V":["17"]},{"I":292,"V":["6"]},{"I":293,"V":["2"]},{"I":44,"V":["Midfielder"]},{"I":55,"V":["584"]}]}}}
